"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"428,2,41,How do I change my password?,0,14.266666666666667,Annual,1-2 Years,0.06,Low"
"716,0,84,This tool has saved my team so much time.,0,23.866666666666667,Annual,1-2 Years,0.0,Low"
"971,0,49,I need to update my billing address.,0,32.36666666666667,Biennial,2+ Years,0.0,Low"
"460,0,31,Is there a tutorial for the new dashboard feature?,0,15.333333333333334,Annual,1-2 Years,0.04,Low"
"564,2,7,I'm very frustrated with the downtime. This is unacceptable.,1,18.8,Annual,1-2 Years,0.725,High"
"863,2,35,Can I add more seats to my current plan?,0,28.766666666666666,Biennial,2+ Years,0.01,Low"
"311,2,19,Just checking if my payment went through.,1,10.366666666666667,Month-to-month,6-12 Months,0.66,High"
"88,0,102,""Just upgraded to the Pro plan, excited to use it."",0,2.933333333333333,Month-to-month,0-6 Months,0.005,Low"
"554,0,108,I love the new analytics feature! Great job.,0,18.466666666666665,Annual,1-2 Years,0.06,Low"
"845,0,42,Just checking if my payment went through.,1,28.166666666666668,Biennial,2+ Years,0.77,High"
"647,2,7,I've been waiting for support for 3 days. I'm cancelling.,1,21.566666666666666,Annual,1-2 Years,0.985,Very High"
"691,2,11,Your API documentation is outdated and full of errors.,1,23.033333333333335,Annual,1-2 Years,0.965,Very High"
"76,2,55,How do I change my password?,0,2.533333333333333,Month-to-month,0-6 Months,0.04,Low"
"497,1,5,The app crashes every time I try to upload a CSV.,1,16.566666666666666,Annual,1-2 Years,0.985,Very High"
"634,2,24,I need to update my billing address.,0,21.133333333333333,Annual,1-2 Years,0.025,Low"
"989,2,7,The app crashes every time I try to upload a CSV.,1,32.96666666666667,Biennial,2+ Years,0.46,Medium"
"986,0,93,""Smooth experience so far, no complaints."",0,32.86666666666667,Biennial,2+ Years,0.015,Low"
"19,2,8,I've been waiting for support for 3 days. I'm cancelling.,1,0.6333333333333333,Month-to-month,0-6 Months,0.995,Very High"
"288,2,37,Can I add more seats to my current plan?,0,9.6,Month-to-month,6-12 Months,0.03,Low"
"543,1,8,The UI is too confusing. I can't find the export button.,1,18.1,Annual,1-2 Years,0.785,High"
"890,0,54,Is there a tutorial for the new dashboard feature?,0,29.666666666666668,Biennial,2+ Years,0.005,Low"
"39,1,7,Your API documentation is outdated and full of errors.,1,1.3,Month-to-month,0-6 Months,0.83,Very High"
"540,2,14,Why did my subscription price increase without notice?,1,18.0,Annual,1-2 Years,0.935,Very High"
"136,1,9,I'm very frustrated with the downtime. This is unacceptable.,1,4.533333333333333,Month-to-month,0-6 Months,0.9,Very High"
"333,0,99,The integration with Slack works perfectly.,0,11.1,Month-to-month,6-12 Months,0.01,Low"
"949,2,57,I need to update my billing address.,1,31.633333333333333,Biennial,2+ Years,0.68,High"
"954,2,17,How do I change my password?,0,31.8,Biennial,2+ Years,0.365,Low"
"487,0,57,""Smooth experience so far, no complaints."",0,16.233333333333334,Annual,1-2 Years,0.035,Low"
"62,2,53,When will the maintenance window end?,0,2.066666666666667,Month-to-month,0-6 Months,0.035,Low"
"889,1,9,I've been waiting for support for 3 days. I'm cancelling.,1,29.633333333333333,Biennial,2+ Years,0.995,Very High"
"583,0,88,""Smooth experience so far, no complaints."",0,19.433333333333334,Annual,1-2 Years,0.265,Low"
"346,0,49,Just checking if my payment went through.,1,11.533333333333333,Month-to-month,6-12 Months,0.75,High"
"1019,0,57,Just checking if my payment went through.,0,33.96666666666667,Biennial,2+ Years,0.125,Low"
"573,2,11,Why did my subscription price increase without notice?,0,19.1,Annual,1-2 Years,0.98,Very High"
"281,2,41,When will the maintenance window end?,1,9.366666666666667,Month-to-month,6-12 Months,0.04,Low"
"891,0,64,I love the new analytics feature! Great job.,0,29.7,Biennial,2+ Years,0.055,Low"
"279,1,10,The app crashes every time I try to upload a CSV.,1,9.3,Month-to-month,6-12 Months,0.91,Very High"
"88,0,50,When will the maintenance window end?,0,2.933333333333333,Month-to-month,0-6 Months,0.0,Low"
"241,2,5,The UI is too confusing. I can't find the export button.,1,8.033333333333333,Month-to-month,6-12 Months,0.995,Very High"
"185,0,108,The integration with Slack works perfectly.,0,6.166666666666667,Month-to-month,6-12 Months,0.035,Low"
"457,2,14,I've been waiting for support for 3 days. I'm cancelling.,0,15.233333333333333,Annual,1-2 Years,0.32,Low"
"511,0,73,""Just upgraded to the Pro plan, excited to use it."",0,17.033333333333335,Annual,1-2 Years,0.03,Low"
"944,0,105,This tool has saved my team so much time.,0,31.466666666666665,Biennial,2+ Years,0.0,Low"
"989,0,73,The integration with Slack works perfectly.,0,32.96666666666667,Biennial,2+ Years,0.0,Low"
"824,0,105,I love the new analytics feature! Great job.,0,27.466666666666665,Biennial,2+ Years,0.0,Low"
"770,2,57,Just checking if my payment went through.,0,25.666666666666668,Biennial,2+ Years,0.055,Low"
"602,2,45,When will the maintenance window end?,0,20.066666666666666,Annual,1-2 Years,0.01,Low"
"557,0,75,This tool has saved my team so much time.,0,18.566666666666666,Annual,1-2 Years,0.0,Low"
"533,2,14,The app crashes every time I try to upload a CSV.,1,17.766666666666666,Annual,1-2 Years,0.955,Very High"
"1040,2,13,The UI is too confusing. I can't find the export button.,1,34.666666666666664,Biennial,2+ Years,0.985,Very High"
"899,2,21,I need to update my billing address.,0,29.966666666666665,Biennial,2+ Years,0.015,Low"
"46,2,53,Can I add more seats to my current plan?,0,1.5333333333333334,Month-to-month,0-6 Months,0.005,Low"
"540,1,3,Why did my subscription price increase without notice?,1,18.0,Annual,1-2 Years,0.98,Very High"
"10,1,2,The UI is too confusing. I can't find the export button.,1,0.3333333333333333,Month-to-month,0-6 Months,0.885,Very High"
"745,0,59,Can I add more seats to my current plan?,0,24.833333333333332,Biennial,2+ Years,0.12,Low"
"706,2,22,When will the maintenance window end?,0,23.533333333333335,Annual,1-2 Years,0.045,Low"
"822,2,27,How do I change my password?,1,27.4,Biennial,2+ Years,0.685,High"
"270,2,15,How do I change my password?,1,9.0,Month-to-month,6-12 Months,0.105,Low"
"253,2,3,Why did my subscription price increase without notice?,0,8.433333333333334,Month-to-month,6-12 Months,0.27,Low"
"949,2,5,The UI is too confusing. I can't find the export button.,1,31.633333333333333,Biennial,2+ Years,0.915,Very High"
"863,1,12,Your API documentation is outdated and full of errors.,0,28.766666666666666,Biennial,2+ Years,0.91,Very High"
"598,2,44,Just checking if my payment went through.,0,19.933333333333334,Annual,1-2 Years,0.025,Low"
"837,2,7,The app crashes every time I try to upload a CSV.,0,27.9,Biennial,2+ Years,0.255,Low"
"170,0,49,I love the new analytics feature! Great job.,0,5.666666666666667,Month-to-month,0-6 Months,0.005,Low"
"942,0,70,I love the new analytics feature! Great job.,1,31.4,Biennial,2+ Years,0.63,High"
"754,2,50,Is there a tutorial for the new dashboard feature?,0,25.133333333333333,Biennial,2+ Years,0.02,Low"
"243,2,13,Why did my subscription price increase without notice?,1,8.1,Month-to-month,6-12 Months,0.82,Very High"
"464,2,2,I'm very frustrated with the downtime. This is unacceptable.,1,15.466666666666667,Annual,1-2 Years,0.815,Very High"
"468,2,17,When will the maintenance window end?,0,15.6,Annual,1-2 Years,0.085,Low"
"718,1,5,Your API documentation is outdated and full of errors.,1,23.933333333333334,Annual,1-2 Years,0.965,Very High"
"859,1,4,I'm very frustrated with the downtime. This is unacceptable.,1,28.633333333333333,Biennial,2+ Years,1.0,Very High"
"25,0,33,I need to update my billing address.,0,0.8333333333333334,Month-to-month,0-6 Months,0.28,Low"
"640,2,52,How do I change my password?,0,21.333333333333332,Annual,1-2 Years,0.025,Low"
"920,0,97,""Just upgraded to the Pro plan, excited to use it."",0,30.666666666666668,Biennial,2+ Years,0.0,Low"
"612,1,1,Your API documentation is outdated and full of errors.,1,20.4,Annual,1-2 Years,0.93,Very High"
"293,2,42,I need to update my billing address.,0,9.766666666666667,Month-to-month,6-12 Months,0.54,Medium"
"430,1,12,I'm very frustrated with the downtime. This is unacceptable.,1,14.333333333333334,Annual,1-2 Years,0.985,Very High"
"192,1,7,Why did my subscription price increase without notice?,1,6.4,Month-to-month,6-12 Months,0.655,High"
"468,0,53,""Just upgraded to the Pro plan, excited to use it."",0,15.6,Annual,1-2 Years,0.01,Low"
"690,2,57,Can I add more seats to my current plan?,1,23.0,Annual,1-2 Years,0.83,Very High"
"552,1,6,The UI is too confusing. I can't find the export button.,1,18.4,Annual,1-2 Years,0.945,Very High"
"989,1,9,The UI is too confusing. I can't find the export button.,1,32.96666666666667,Biennial,2+ Years,0.805,Very High"
"471,2,19,How do I change my password?,0,15.7,Annual,1-2 Years,0.045,Low"
"40,0,57,Can I add more seats to my current plan?,0,1.3333333333333333,Month-to-month,0-6 Months,0.07,Low"
"114,0,85,This tool has saved my team so much time.,0,3.8,Month-to-month,0-6 Months,0.0,Low"
"52,2,18,When will the maintenance window end?,0,1.7333333333333334,Month-to-month,0-6 Months,0.03,Low"
"894,0,74,This tool has saved my team so much time.,0,29.8,Biennial,2+ Years,0.0,Low"
"597,1,9,I've been waiting for support for 3 days. I'm cancelling.,1,19.9,Annual,1-2 Years,0.95,Very High"
"64,2,3,The UI is too confusing. I can't find the export button.,1,2.1333333333333333,Month-to-month,0-6 Months,0.945,Very High"
"226,2,47,I need to update my billing address.,0,7.533333333333333,Month-to-month,6-12 Months,0.025,Low"
"1068,2,17,Can I add more seats to my current plan?,0,35.6,Biennial,2+ Years,0.04,Low"
"426,2,26,How do I change my password?,1,14.2,Annual,1-2 Years,0.675,High"
"629,0,35,When will the maintenance window end?,0,20.966666666666665,Annual,1-2 Years,0.07,Low"
"1001,0,44,Just checking if my payment went through.,0,33.36666666666667,Biennial,2+ Years,0.265,Low"
"542,1,1,I'm very frustrated with the downtime. This is unacceptable.,1,18.066666666666666,Annual,1-2 Years,0.96,Very High"
"893,2,9,I'm very frustrated with the downtime. This is unacceptable.,0,29.766666666666666,Biennial,2+ Years,0.31,Low"
"613,0,43,When will the maintenance window end?,0,20.433333333333334,Annual,1-2 Years,0.02,Low"
"396,2,13,Why did my subscription price increase without notice?,0,13.2,Annual,1-2 Years,0.33,Low"
"911,0,106,The integration with Slack works perfectly.,0,30.366666666666667,Biennial,2+ Years,0.005,Low"
"984,1,10,Why did my subscription price increase without notice?,1,32.8,Biennial,2+ Years,0.455,Medium"
"700,0,25,Can I add more seats to my current plan?,0,23.333333333333332,Annual,1-2 Years,0.15,Low"
"560,0,42,How do I change my password?,0,18.666666666666668,Annual,1-2 Years,0.005,Low"
"798,2,43,Can I add more seats to my current plan?,0,26.6,Biennial,2+ Years,0.015,Low"
"353,1,6,Why did my subscription price increase without notice?,1,11.766666666666667,Month-to-month,6-12 Months,0.855,Very High"
"486,0,69,Customer support was super helpful yesterday. Thanks!,0,16.2,Annual,1-2 Years,0.0,Low"
"988,0,21,Can I add more seats to my current plan?,0,32.93333333333333,Biennial,2+ Years,0.125,Low"
"579,0,46,This tool has saved my team so much time.,0,19.3,Annual,1-2 Years,0.0,Low"
"318,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,10.6,Month-to-month,6-12 Months,1.0,Very High"
"16,1,7,Your API documentation is outdated and full of errors.,1,0.5333333333333333,Month-to-month,0-6 Months,0.835,Very High"
"816,0,68,The integration with Slack works perfectly.,0,27.2,Biennial,2+ Years,0.0,Low"
"377,2,45,When will the maintenance window end?,0,12.566666666666666,Annual,1-2 Years,0.07,Low"
"191,2,18,How do I change my password?,0,6.366666666666666,Month-to-month,6-12 Months,0.06,Low"
"89,2,5,The UI is too confusing. I can't find the export button.,1,2.966666666666667,Month-to-month,0-6 Months,0.945,Very High"
"100,2,7,Why did my subscription price increase without notice?,1,3.3333333333333335,Month-to-month,0-6 Months,1.0,Very High"
"1086,0,23,How do I change my password?,0,36.2,Biennial,2+ Years,0.01,Low"
"423,0,36,I need to update my billing address.,1,14.1,Annual,1-2 Years,0.625,High"
"866,0,20,Is there a tutorial for the new dashboard feature?,0,28.866666666666667,Biennial,2+ Years,0.125,Low"
"150,2,37,Is there a tutorial for the new dashboard feature?,1,5.0,Month-to-month,0-6 Months,0.81,Very High"
"934,0,97,""Smooth experience so far, no complaints."",0,31.133333333333333,Biennial,2+ Years,0.065,Low"
"485,1,12,Why did my subscription price increase without notice?,1,16.166666666666668,Annual,1-2 Years,0.955,Very High"
"975,2,1,The app crashes every time I try to upload a CSV.,1,32.5,Biennial,2+ Years,0.905,Very High"
"800,0,48,Can I add more seats to my current plan?,1,26.666666666666668,Biennial,2+ Years,0.72,High"
"828,2,16,Can I add more seats to my current plan?,0,27.6,Biennial,2+ Years,0.015,Low"
"727,2,2,I'm very frustrated with the downtime. This is unacceptable.,0,24.233333333333334,Biennial,1-2 Years,0.8,Very High"
"187,2,31,Can I add more seats to my current plan?,1,6.233333333333333,Month-to-month,6-12 Months,0.575,Medium"
"257,2,9,I've been waiting for support for 3 days. I'm cancelling.,1,8.566666666666666,Month-to-month,6-12 Months,0.98,Very High"
"705,2,2,The app crashes every time I try to upload a CSV.,1,23.5,Annual,1-2 Years,1.0,Very High"
"69,2,10,The UI is too confusing. I can't find the export button.,1,2.3,Month-to-month,0-6 Months,0.895,Very High"
"151,1,14,I'm very frustrated with the downtime. This is unacceptable.,0,5.033333333333333,Month-to-month,0-6 Months,0.95,Very High"
"340,2,28,When will the maintenance window end?,0,11.333333333333334,Month-to-month,6-12 Months,0.005,Low"
"942,1,2,Why did my subscription price increase without notice?,1,31.4,Biennial,2+ Years,0.935,Very High"
"409,0,66,Customer support was super helpful yesterday. Thanks!,0,13.633333333333333,Annual,1-2 Years,0.0,Low"
"242,1,2,I'm very frustrated with the downtime. This is unacceptable.,1,8.066666666666666,Month-to-month,6-12 Months,0.945,Very High"
"1093,1,14,I'm very frustrated with the downtime. This is unacceptable.,1,36.43333333333333,Biennial,2+ Years,0.99,Very High"
"929,1,9,Your API documentation is outdated and full of errors.,1,30.966666666666665,Biennial,2+ Years,0.895,Very High"
"710,2,21,Just checking if my payment went through.,0,23.666666666666668,Annual,1-2 Years,0.005,Low"
"903,0,31,Is there a tutorial for the new dashboard feature?,0,30.1,Biennial,2+ Years,0.025,Low"
"190,1,4,The app crashes every time I try to upload a CSV.,1,6.333333333333333,Month-to-month,6-12 Months,0.87,Very High"
"45,0,60,This tool has saved my team so much time.,0,1.5,Month-to-month,0-6 Months,0.0,Low"
"359,2,51,Just checking if my payment went through.,0,11.966666666666667,Month-to-month,6-12 Months,0.045,Low"
"1073,0,22,When will the maintenance window end?,0,35.766666666666666,Biennial,2+ Years,0.07,Low"
"147,0,47,Just checking if my payment went through.,1,4.9,Month-to-month,0-6 Months,0.585,Medium"
"146,0,83,This tool has saved my team so much time.,0,4.866666666666666,Month-to-month,0-6 Months,0.0,Low"
"501,0,113,The integration with Slack works perfectly.,0,16.7,Annual,1-2 Years,0.0,Low"
"421,2,42,Just checking if my payment went through.,0,14.033333333333333,Annual,1-2 Years,0.09,Low"
"226,1,13,I'm very frustrated with the downtime. This is unacceptable.,1,7.533333333333333,Month-to-month,6-12 Months,0.99,Very High"
"500,2,52,How do I change my password?,1,16.666666666666668,Annual,1-2 Years,0.68,High"
"466,2,19,Just checking if my payment went through.,0,15.533333333333333,Annual,1-2 Years,0.18,Low"
"616,2,37,Just checking if my payment went through.,0,20.533333333333335,Annual,1-2 Years,0.0,Low"
"106,2,42,How do I change my password?,0,3.533333333333333,Month-to-month,0-6 Months,0.085,Low"
"282,2,20,I need to update my billing address.,0,9.4,Month-to-month,6-12 Months,0.1,Low"
"892,2,2,I'm very frustrated with the downtime. This is unacceptable.,1,29.733333333333334,Biennial,2+ Years,0.84,Very High"
"53,0,33,Can I add more seats to my current plan?,0,1.7666666666666666,Month-to-month,0-6 Months,0.055,Low"
"1054,0,45,Is there a tutorial for the new dashboard feature?,1,35.13333333333333,Biennial,2+ Years,0.64,High"
"573,2,21,Can I add more seats to my current plan?,1,19.1,Annual,1-2 Years,0.22,Low"
